Car_Brand,Car_Name,Year,Mileage_kmpl,Fuel_Type,Transmission,Engine_CC,Horsepower_HP,Battery_Capacity_kWh,Performance_Score,Total_Kilometres,Total_Seats,Car_Price_INR,Selling_Price
Mahindra,Bolero,2004,13.78,Hybrid,Manual,3900,296.5,42.8,6.3,91740,6,1206864,241372
Mercedes,GLA,2003,11.28,Hybrid,Automatic,900,96.6,49.5,10.0,73896,6,2097431,630393
BMW,3 Series,2004,18.4,Diesel,Automatic,3100,245.6,0.0,5.2,121184,4,711642,202141
Kia,Carens,2020,22.51,Hybrid,Manual,2500,198.5,57.8,8.0,118124,6,3632259,2188171
Tata,Altroz,2000,22.54,Electric,Automatic,1700,135.9,59.3,6.2,73214,6,1584379,316875
Ford,Aspire,2002,10.46,Petrol,Automatic,2200,186.4,0.0,9.5,51830,5,1561984,312396
Skoda,Slavia,2007,21.33,Diesel,Manual,1400,122.5,0.0,6.7,131638,5,1322464,302955
Tata,Harrier,2009,26.06,Petrol,Manual,1700,166.1,0.0,6.5,17778,6,2381734,476346
Hyundai,Verna,2019,27.93,Hybrid,Manual,1200,116.5,21.6,5.8,166890,5,1015014,778441
Kia,Carens,2017,23.29,CNG,Manual,3000,241.0,0.0,6.2,133141,7,1604963,626413
Maruti,Baleno,2010,13.07,Hybrid,Manual,2900,223.8,33.2,8.7,149879,6,1211408,646155
Maruti,Baleno,2025,25.67,Diesel,Manual,3700,297.9,0.0,6.7,158535,6,1959176,1959176
Hyundai,Verna,2020,13.87,Petrol,Automatic,1500,147.8,0.0,5.8,78431,6,3129371,2294126
Mercedes,E-Class,2002,22.62,Diesel,Automatic,900,103.1,0.0,7.9,30267,4,1395818,279163
MG,Hector,2022,27.76,CNG,Automatic,3100,256.7,0.0,7.7,7569,4,3429992,2676249
Maruti,WagonR,2008,18.7,Petrol,Manual,3700,297.4,0.0,7.6,68251,7,2260448,452089
Nissan,Sunny,2018,17.22,CNG,Automatic,4000,303.2,0.0,6.0,36519,7,3312329,1670784
Kia,Sonet,2007,20.47,Electric,Manual,2400,218.5,66.4,6.7,170066,6,3879216,786544
MG,Gloster,2015,24.43,Hybrid,Automatic,3800,300.0,78.9,9.2,64784,7,2302509,1511610
Mercedes,A-Class,2000,22.94,Hybrid,Automatic,2000,174.6,57.5,5.2,49378,4,1370423,274084
Mahindra,XUV700,2019,19.45,Electric,Manual,2200,175.2,70.1,5.4,7836,6,3457802,2740928
BMW,3 Series,2006,22.1,Hybrid,Manual,3800,288.8,57.9,9.8,196646,6,738682,147736
Nissan,Sunny,2022,25.28,Electric,Manual,2500,207.8,27.8,6.3,135405,7,2573480,2207387
Mahindra,Scorpio,2024,13.52,Petrol,Manual,2500,206.3,0.0,8.9,175408,6,1466848,1407335
Maruti,WagonR,2007,14.12,Petrol,Automatic,1300,120.1,0.0,9.7,119105,4,3317857,663571
Renault,Duster,2006,15.36,Petrol,Manual,1500,120.7,0.0,7.4,191354,4,1968916,393783
Maruti,Baleno,2016,19.9,Diesel,Automatic,1300,133.9,0.0,9.7,159165,4,3046274,2106451
BMW,3 Series,2001,21.85,Diesel,Automatic,1400,145.2,0.0,9.5,180724,5,1879513,432452
Skoda,Kushaq,2002,22.16,Diesel,Manual,1300,122.3,0.0,7.2,62309,7,2220837,444167
Mahindra,XUV300,2011,16.54,Electric,Automatic,2400,197.3,42.5,6.7,161405,7,1753889,770511
Mahindra,Thar,2022,17.61,Petrol,Automatic,1900,152.4,0.0,7.9,6878,6,3476488,3129449
Honda,WRV,2016,23.22,Diesel,Automatic,3300,242.7,0.0,7.5,152355,5,3669525,2181627
MG,Hector,2004,28.12,Diesel,Automatic,3000,246.5,0.0,7.5,124983,5,3890784,1052035
Nissan,Kicks,2013,27.27,Electric,Manual,1800,152.3,22.7,9.7,23006,4,1166567,584961
Honda,City,2020,27.43,Diesel,Automatic,1100,115.6,0.0,7.2,61165,6,2183218,1699833
Honda,WRV,2008,15.26,Diesel,Automatic,1200,128.4,0.0,9.5,186984,7,2219855,1025917
Mercedes,GLA,2022,26.77,Diesel,Automatic,3200,267.8,0.0,9.6,51315,6,2709212,2453040
Kia,Seltos,2021,11.3,CNG,Automatic,2200,199.9,0.0,7.3,138282,5,2573447,1898849
Maruti,WagonR,2014,28.97,Electric,Automatic,2200,180.1,56.2,6.9,161203,6,1598642,907871
Toyota,Innova,2018,11.4,Hybrid,Automatic,3500,292.4,58.2,7.9,91149,4,1851443,1080526
Hyundai,Verna,2021,14.62,Diesel,Automatic,3700,283.2,0.0,5.2,36334,4,2166410,1730723
Mercedes,E-Class,2001,29.91,Petrol,Manual,1600,151.2,0.0,6.1,115068,4,602569,120513
Renault,Duster,2007,26.47,Petrol,Automatic,2100,189.6,0.0,5.2,39578,7,3252853,650570
Mahindra,XUV300,2010,22.79,Diesel,Manual,1000,123.0,0.0,8.9,123664,6,726558,389434
Mercedes,C-Class,2023,16.83,CNG,Manual,2700,228.7,0.0,7.6,24587,7,3735640,3390922
Toyota,Yaris,2021,10.14,Electric,Manual,2400,187.3,43.7,5.0,97968,7,459776,387025
Renault,Kwid,2001,29.68,Electric,Automatic,2400,213.8,57.5,8.0,179870,6,2997713,799119
Tata,Harrier,2020,16.65,Petrol,Automatic,2800,236.0,0.0,7.0,170579,7,839891,653727
MG,Astor,2000,16.63,Petrol,Automatic,2900,230.1,0.0,9.1,182872,6,959092,191818
Mercedes,A-Class,2000,24.94,Electric,Manual,1200,113.9,45.9,8.3,179166,5,762164,152432
Hyundai,i10,2025,18.97,CNG,Automatic,1300,140.3,0.0,7.1,44780,5,1793432,1793432
Toyota,Yaris,2003,20.55,Hybrid,Automatic,1800,166.8,43.9,7.8,99123,7,1513660,302732
Mahindra,Bolero,2015,28.69,Electric,Automatic,4000,294.2,70.4,5.7,113627,4,1808012,1000573
MG,Astor,2004,28.28,Hybrid,Automatic,1600,136.8,59.3,9.5,181740,4,3999061,850372
Mercedes,GLA,2025,28.48,CNG,Manual,2100,191.1,0.0,6.4,44728,4,3121058,3121058
Maruti,Dzire,2001,24.92,Diesel,Automatic,3700,274.2,0.0,6.8,100156,4,3121131,624226
Ford,Aspire,2003,17.23,CNG,Manual,3700,268.3,0.0,6.6,106088,6,2674341,534868
Tata,Nexon,2010,21.65,Hybrid,Automatic,2300,200.0,36.3,6.5,48015,7,2613821,729690
MG,Gloster,2019,18.95,Hybrid,Automatic,2500,196.5,64.2,6.0,21196,6,3297966,2695111
Renault,Triber,2009,10.17,CNG,Manual,900,99.6,0.0,6.9,191544,7,3673329,1852603
Skoda,Kushaq,2013,20.9,CNG,Automatic,1900,172.6,0.0,7.0,104899,7,2683284,536656
Kia,Sonet,2012,23.83,Hybrid,Automatic,2000,172.9,46.6,8.8,15646,6,3444307,1653883
Ford,Ecosport,2001,16.63,Diesel,Automatic,2900,234.0,0.0,6.0,176834,6,3349079,669815
Kia,Seltos,2015,10.71,Hybrid,Automatic,3700,277.3,49.8,7.4,188786,4,1401141,760017
Kia,Sonet,2011,19.67,Diesel,Manual,2000,168.1,0.0,8.9,153204,4,779885,219998
Renault,Kwid,2012,10.42,CNG,Automatic,1700,138.8,0.0,5.0,167674,5,1993582,909099
MG,Hector,2004,12.41,Hybrid,Manual,1500,136.5,38.1,5.3,82915,6,791375,158275
Renault,Kwid,2021,24.27,Hybrid,Automatic,3100,259.1,39.6,7.2,161929,6,1064717,827391
Ford,Aspire,2011,25.22,Petrol,Manual,2600,198.4,0.0,6.3,62604,7,3789868,1987731
Nissan,Sunny,2019,19.41,Hybrid,Manual,800,104.0,75.4,8.4,70391,7,3027913,1901251
Skoda,Rapid,2020,12.0,CNG,Manual,1800,153.8,0.0,6.8,120846,6,527996,400860
Nissan,Sunny,2024,12.28,CNG,Automatic,900,103.4,0.0,9.7,32548,7,2178920,2076907
Maruti,Baleno,2005,13.5,Electric,Automatic,900,90.1,23.0,7.7,134018,7,1641871,328374
Ford,Figo,2018,25.95,Diesel,Manual,1400,131.7,0.0,7.5,35640,4,3551531,2207939
Ford,Ecosport,2010,26.59,Electric,Automatic,2700,220.5,64.2,5.2,56347,6,1132098,291047
Renault,Duster,2024,14.47,CNG,Manual,1100,128.8,0.0,5.3,50953,4,2281118,2114142
Mahindra,Bolero,2001,15.84,Diesel,Automatic,1300,126.1,0.0,8.1,24684,6,3013715,602743
Kia,Sonet,2022,15.75,Electric,Manual,3300,274.6,21.7,5.2,81091,7,431112,351486
Ford,Aspire,2021,25.21,Diesel,Manual,3900,281.1,0.0,6.2,31023,7,2284184,1676488
Skoda,Rapid,2022,26.31,Petrol,Automatic,3300,248.7,0.0,5.5,22216,6,2124314,1734090
Maruti,Swift,2009,26.37,Hybrid,Manual,1700,167.1,42.1,5.4,45983,4,3280481,656096
Honda,Jazz,2000,24.58,Diesel,Automatic,2300,182.1,0.0,9.9,174563,4,450414,90082
Skoda,Kushaq,2016,13.99,Electric,Manual,1900,168.3,77.0,6.6,157628,4,937728,631495
MG,Gloster,2006,12.38,Hybrid,Manual,3100,260.6,40.4,6.0,54611,5,2134148,426829
BMW,5 Series,2025,25.43,Petrol,Automatic,3900,313.9,0.0,5.1,21809,6,670343,670343
Kia,Carens,2023,16.01,Diesel,Manual,2600,223.2,0.0,8.3,75595,4,1960984,1706578
Hyundai,Verna,2022,28.13,Petrol,Manual,900,111.8,0.0,6.3,67335,4,1470447,1197446
Nissan,Sunny,2021,29.39,Petrol,Automatic,2000,170.9,0.0,6.3,190199,6,1908500,1610667
Toyota,Innova,2013,15.66,CNG,Manual,2500,201.0,0.0,5.8,81562,5,1233004,487073
Toyota,Innova,2010,15.46,Petrol,Automatic,1000,121.8,0.0,5.3,176521,7,2317536,762795
Honda,City,2024,27.04,Petrol,Automatic,2300,175.4,0.0,7.8,13018,6,2524165,2332697
Nissan,Magnite,2023,23.17,Electric,Manual,900,117.0,37.9,5.5,109504,5,2442112,2104580
Tata,Safari,2022,24.27,Diesel,Manual,4000,312.1,0.0,6.8,148408,4,3740330,3068405
Mahindra,Scorpio,2004,16.63,CNG,Automatic,4000,315.4,0.0,6.6,26545,7,531485,106297
MG,Astor,2018,11.6,Diesel,Manual,900,94.9,0.0,7.0,193657,4,495408,338450
Hyundai,Creta,2004,22.96,CNG,Automatic,2400,183.6,0.0,9.2,172281,5,745325,216367
Renault,Kwid,2019,26.65,Hybrid,Manual,3000,233.0,34.9,5.8,56466,5,1121174,663738
Kia,Sonet,2001,22.05,Diesel,Manual,2900,233.5,0.0,7.3,85133,6,1473493,294698
MG,Hector,2013,14.31,CNG,Manual,1000,96.8,0.0,8.1,73837,7,3453384,1504630
BMW,X1,2022,27.95,CNG,Automatic,1000,87.1,0.0,9.0,124711,7,3006728,2297908
Skoda,Rapid,2021,16.81,Hybrid,Automatic,3100,233.5,57.4,5.0,98452,6,2856847,1943420
Nissan,Sunny,2005,23.49,Petrol,Manual,3800,301.6,0.0,5.4,142550,6,1980951,396190
Renault,Duster,2003,29.2,Diesel,Automatic,3000,251.4,0.0,8.9,194852,4,2918075,923939
Hyundai,i10,2018,26.97,Electric,Automatic,1800,164.6,52.7,6.7,167788,5,412888,276318
Tata,Nexon,2013,14.14,Electric,Manual,1400,151.2,66.1,8.4,19117,4,2403530,594199
Skoda,Rapid,2002,12.71,Electric,Manual,2600,216.3,38.0,8.8,190694,7,756035,151207
Tata,Harrier,2009,23.9,Electric,Automatic,1900,154.8,80.0,6.4,115021,6,2769209,1083874
Mahindra,Thar,2018,21.76,Electric,Automatic,2300,181.0,73.2,8.4,197529,5,2298562,1454020
Honda,City,2006,11.87,Hybrid,Automatic,2000,190.8,79.2,8.1,193095,7,1852564,370512
Nissan,Sunny,2024,25.51,CNG,Automatic,3400,256.7,0.0,5.8,38938,6,1157629,1080089
Mahindra,Bolero,2006,19.81,Electric,Automatic,3800,285.9,37.9,8.0,170216,4,2599385,1097261
Maruti,Baleno,2019,12.63,Diesel,Automatic,3500,259.7,0.0,7.0,53590,5,1945483,1455967
Maruti,Alto,2009,10.66,Petrol,Manual,2900,251.7,0.0,8.1,144727,7,3198328,1609784
MG,Gloster,2012,11.26,Electric,Automatic,1400,151.2,55.8,8.9,78519,4,1615263,729811
Nissan,Magnite,2015,24.89,Petrol,Manual,800,108.8,0.0,6.0,91901,5,2686813,1117167
Renault,Triber,2003,18.86,Petrol,Automatic,900,108.0,0.0,8.8,173472,7,1737352,347470
Kia,Carens,2024,27.31,Diesel,Manual,800,88.9,0.0,6.5,38327,4,2436568,2353998
MG,Astor,2019,11.62,CNG,Manual,3300,244.5,0.0,9.3,161366,7,3401918,2428562
Nissan,Kicks,2015,12.67,Hybrid,Automatic,2800,244.1,27.8,9.4,105098,5,2863124,903135
MG,Hector,2007,23.59,Hybrid,Automatic,1900,165.2,31.3,9.2,6267,7,2367303,473460
Ford,Figo,2006,23.98,Hybrid,Manual,2200,192.1,33.1,5.4,94004,5,1332655,266531
Mahindra,XUV300,2010,24.35,Hybrid,Manual,2200,205.1,20.7,7.4,89646,4,1244682,248936
MG,Gloster,2017,12.91,Electric,Manual,3400,275.4,20.2,9.4,76813,7,1844374,1080506
BMW,5 Series,2004,12.5,Diesel,Automatic,3800,304.3,0.0,9.8,181757,4,3906915,781383
Tata,Harrier,2019,26.12,CNG,Manual,3700,300.3,0.0,6.4,69594,5,2938888,1920180
Honda,Amaze,2015,25.68,Diesel,Manual,1800,155.4,0.0,6.7,159599,7,622453,328799
Skoda,Rapid,2025,25.88,CNG,Automatic,2600,206.6,0.0,7.3,116917,7,748891,748891
Tata,Nexon,2017,12.76,Electric,Automatic,1400,120.0,21.1,8.7,8289,4,1442064,1064876
Ford,Aspire,2016,17.59,Diesel,Automatic,3900,281.2,0.0,9.0,115215,7,1862815,733721
Honda,Jazz,2007,10.02,Petrol,Automatic,2200,192.1,0.0,8.4,27479,7,403109,80621
Tata,Tiago,2006,17.96,Electric,Automatic,2100,166.9,40.2,7.5,65646,4,2042717,408543
MG,Astor,2024,27.47,CNG,Automatic,1600,148.9,0.0,8.9,22103,5,829210,783462
Mahindra,Scorpio,2015,10.81,Petrol,Manual,2100,183.7,0.0,5.6,36324,5,2771220,1344813
Skoda,Rapid,2019,27.08,CNG,Automatic,3600,289.1,0.0,5.2,80711,4,2178046,1427234
Skoda,Kushaq,2004,16.16,CNG,Manual,800,109.4,0.0,5.7,132425,7,2317938,463587
Mercedes,A-Class,2012,23.48,Hybrid,Automatic,1300,108.5,75.5,8.9,60276,4,1043294,579414
Kia,Carens,2001,10.05,Hybrid,Automatic,1200,111.0,45.9,6.8,91565,4,3760004,752000
Nissan,Magnite,2003,26.83,Petrol,Manual,3500,284.4,0.0,6.5,99948,6,3132586,626517
Renault,Duster,2021,12.7,Electric,Automatic,2100,180.6,65.5,8.9,99764,4,3917777,2813525
Maruti,Dzire,2023,22.41,Petrol,Automatic,2900,239.9,0.0,8.3,199435,7,2383160,2159366
Kia,Carens,2016,29.98,Hybrid,Automatic,3900,316.4,24.1,10.0,81915,4,2416609,1214820
Skoda,Rapid,2001,26.35,Hybrid,Automatic,2900,232.5,79.2,8.9,99069,6,2898863,579772
Skoda,Kushaq,2012,17.29,CNG,Automatic,2100,195.7,0.0,9.7,116393,4,689158,137831
Honda,Amaze,2025,28.3,Petrol,Automatic,3300,255.9,0.0,9.2,138677,5,2295274,2295274
MG,Hector,2020,20.46,CNG,Manual,3100,252.3,0.0,8.3,141949,7,1900395,1510548
Ford,Figo,2020,28.31,Diesel,Automatic,3500,289.5,0.0,6.6,187844,6,2464245,1813632
Mercedes,GLA,2001,15.41,Petrol,Manual,3000,231.7,0.0,9.8,36604,4,3321484,664296
Toyota,Yaris,2010,28.08,Hybrid,Manual,2800,223.6,77.4,5.8,110349,6,1312083,262416
Nissan,Kicks,2020,24.23,Hybrid,Automatic,1500,152.0,52.7,8.6,25136,7,2368684,1626984
Tata,Nexon,2011,12.51,CNG,Manual,2200,169.5,0.0,6.8,74243,7,1590879,610574
Kia,Seltos,2000,16.25,Diesel,Automatic,2900,253.1,0.0,8.1,179306,6,633918,126783
Mahindra,XUV300,2006,21.76,Diesel,Manual,1800,172.4,0.0,5.6,35242,7,1200446,240089
Honda,WRV,2021,26.71,CNG,Manual,2700,206.3,0.0,10.0,181086,4,3047957,2106005
Mercedes,C-Class,2003,16.87,CNG,Manual,2400,185.9,0.0,5.8,108915,4,2117866,423573
Ford,Figo,2015,21.04,Electric,Manual,2700,222.5,73.5,8.7,125087,4,2554012,1558130
Mercedes,A-Class,2000,24.46,CNG,Manual,3200,233.9,0.0,8.6,84560,5,2981007,596201
Hyundai,i20,2003,11.99,Electric,Automatic,4000,318.4,65.6,7.5,63869,5,2024764,419906
Mahindra,XUV300,2005,28.81,Petrol,Manual,2600,221.9,0.0,9.9,129141,4,1450370,290074
Mercedes,GLA,2007,24.49,CNG,Automatic,1500,143.3,0.0,9.2,9473,7,835194,167038
Skoda,Slavia,2003,29.94,Diesel,Automatic,1700,156.6,0.0,9.1,80479,7,1290995,258199
Kia,Seltos,2017,24.52,CNG,Automatic,1500,126.3,0.0,6.1,8247,6,2193572,1079071
Tata,Safari,2021,25.91,CNG,Automatic,3500,259.0,0.0,9.1,85679,7,1966654,1362863
Mercedes,GLA,2025,11.19,Petrol,Manual,2500,216.0,0.0,7.0,163130,4,2378570,2378570
MG,Gloster,2007,16.2,Electric,Automatic,1000,117.3,35.3,5.1,33933,6,1025316,205063
Skoda,Kushaq,2019,12.34,Diesel,Automatic,2100,187.2,0.0,9.6,71101,4,3031127,1593655
Toyota,Innova,2003,10.01,Electric,Automatic,1400,131.6,60.2,5.1,92644,6,2791545,611947
Mercedes,A-Class,2023,15.9,CNG,Manual,3400,283.2,0.0,7.8,17793,5,3725523,3444641
MG,Hector,2003,23.05,Electric,Automatic,2400,192.4,75.7,6.9,114982,7,2882989,576597
BMW,3 Series,2022,16.11,Petrol,Manual,3400,284.5,0.0,5.8,63758,7,1074950,921240
Hyundai,Creta,2025,27.6,Petrol,Automatic,2400,209.2,0.0,9.0,131761,7,2414049,2414049
Kia,Sonet,2018,10.36,Electric,Automatic,3600,272.0,35.1,6.0,136573,5,2776698,2126862
Hyundai,Venue,2022,29.68,CNG,Automatic,1100,119.7,0.0,7.6,112048,5,3816790,3138093
Renault,Kwid,2006,20.75,Petrol,Automatic,1000,104.0,0.0,7.1,26653,4,2536417,507283
BMW,5 Series,2003,27.67,CNG,Manual,3400,251.0,0.0,7.7,141431,7,692651,138530
Mercedes,E-Class,2014,28.01,Hybrid,Automatic,2600,206.2,50.9,7.6,113728,6,490685,200920
BMW,X1,2022,12.49,Hybrid,Manual,1700,137.8,48.2,6.3,61581,4,1616624,1376312
Toyota,Fortuner,2014,12.35,Petrol,Automatic,1900,184.0,0.0,6.6,50306,4,3043250,1741896
Renault,Triber,2023,14.89,Petrol,Manual,3200,247.1,0.0,5.0,83386,4,2155881,1885881
Hyundai,Creta,2000,21.54,Hybrid,Manual,2400,187.0,38.2,9.3,55438,6,2350765,470153
Renault,Duster,2009,11.07,Diesel,Automatic,3800,298.3,0.0,5.1,82996,4,3721367,856162
Mahindra,Thar,2017,28.94,Electric,Manual,1000,87.0,76.9,5.0,110276,7,2022089,1057339
Skoda,Rapid,2023,18.28,CNG,Manual,3900,289.3,0.0,8.4,198116,6,1950063,1749692
BMW,X1,2023,21.41,Hybrid,Automatic,2700,207.7,20.2,7.4,122113,4,823541,771684
Ford,Ecosport,2020,14.07,Electric,Automatic,2000,190.7,21.7,7.9,184251,7,1724459,1431721
MG,Astor,2022,12.55,Diesel,Manual,800,104.4,0.0,6.7,133236,7,913149,826677
Maruti,Swift,2013,26.72,Diesel,Automatic,800,82.0,0.0,7.8,13927,5,3352777,1800225
Nissan,Sunny,2017,27.4,Hybrid,Manual,3700,274.0,29.7,6.5,81138,6,3913511,1738646
Skoda,Slavia,2025,15.87,Diesel,Automatic,3400,261.2,0.0,8.7,88272,7,1253867,1253867
Nissan,Kicks,2020,23.38,Diesel,Manual,3400,251.8,0.0,7.1,20670,7,890551,730219
Toyota,Fortuner,2018,12.04,Diesel,Manual,1600,131.3,0.0,9.8,57165,4,3876488,2813388
MG,Astor,2015,21.49,Electric,Manual,1000,105.6,49.5,8.5,52535,7,1669661,716859
Mahindra,XUV300,2025,14.23,Electric,Manual,3500,268.2,26.3,6.6,21462,7,2599806,2599806
Kia,Sonet,2015,26.85,Diesel,Manual,3000,247.2,0.0,5.2,7652,4,1598999,851652
Kia,Sonet,2008,29.79,CNG,Manual,2200,200.0,0.0,6.2,176736,6,1856807,372180
MG,Hector,2024,18.39,Hybrid,Manual,2700,212.0,47.4,6.0,88236,7,1625639,1559561
MG,Hector,2016,21.12,CNG,Manual,3400,269.0,0.0,5.2,190186,6,1026752,693577
Renault,Kwid,2006,28.1,Petrol,Automatic,2400,185.7,0.0,9.7,55377,5,3636546,727309
BMW,X3,2018,13.33,Electric,Manual,1400,134.4,67.3,8.4,171805,5,2242229,1318819
Nissan,Sunny,2001,11.42,Petrol,Manual,2100,180.8,0.0,6.1,27313,7,2908684,581736
Maruti,Baleno,2020,23.62,Electric,Automatic,3200,235.3,50.6,8.5,111209,6,3604098,2767279
Honda,City,2007,10.12,CNG,Automatic,3000,241.7,0.0,5.8,15469,7,3430902,989732
Ford,Aspire,2010,27.93,Diesel,Automatic,1100,97.4,0.0,7.2,136350,5,2237229,447445
Skoda,Rapid,2006,23.84,Hybrid,Manual,900,112.3,70.0,5.1,159708,7,492826,171056
Maruti,Alto,2012,17.19,Hybrid,Manual,3400,247.5,57.9,7.4,72847,7,1551100,310220
Tata,Safari,2021,20.99,Petrol,Automatic,3300,259.9,0.0,7.3,184320,7,1465219,1045063
BMW,X1,2006,19.78,Petrol,Manual,2700,239.2,0.0,7.3,180807,7,2936967,587393
Renault,Duster,2012,19.01,Diesel,Manual,2500,188.9,0.0,7.6,187906,4,562768,112553
Maruti,Dzire,2018,26.93,Hybrid,Automatic,1600,139.5,44.0,6.9,172928,5,1352247,900821
Honda,Jazz,2015,19.93,Diesel,Manual,3200,252.4,0.0,7.0,72629,6,2487145,1439776
Toyota,Glanza,2021,28.49,CNG,Automatic,2600,232.3,0.0,7.1,147433,4,2653982,1923789
Maruti,Alto,2018,20.45,Hybrid,Manual,2000,168.0,28.5,6.6,127144,6,2757932,1959736
Toyota,Innova,2012,25.76,Hybrid,Automatic,2700,213.0,55.3,5.5,160340,5,1587962,333873
Nissan,Kicks,2017,22.87,Electric,Automatic,1200,104.9,56.7,8.5,44066,6,642361,428718
Hyundai,Venue,2006,29.29,Petrol,Automatic,900,107.6,0.0,8.3,111961,5,3890606,778121
Toyota,Fortuner,2012,29.84,Hybrid,Automatic,1000,121.9,45.3,6.6,89126,4,1818805,1060852
Kia,Carens,2006,28.58,Diesel,Manual,3800,287.2,0.0,9.7,165232,6,1249995,249999
Ford,Ecosport,2010,13.71,Petrol,Manual,3200,269.4,0.0,6.4,164645,5,3948132,789626
Mercedes,A-Class,2008,20.3,Diesel,Automatic,2800,232.9,0.0,5.1,52118,4,2236428,830783
Toyota,Innova,2008,13.94,Petrol,Manual,3900,283.5,0.0,8.9,146639,4,1169028,379289
Maruti,Dzire,2015,27.79,Electric,Automatic,800,77.8,62.0,5.0,26495,5,2256243,997135
Mahindra,XUV300,2001,23.87,Diesel,Automatic,2900,217.3,0.0,7.5,157337,5,987128,197425
MG,Astor,2013,24.15,Hybrid,Automatic,1200,109.4,38.0,6.6,168813,5,2382237,637752
Hyundai,i10,2022,24.23,Electric,Manual,3500,293.0,25.5,9.3,187279,4,1689215,1330835
Kia,Seltos,2016,26.5,Electric,Manual,2500,219.9,26.1,9.2,198080,7,1586505,512042
Ford,Aspire,2007,12.42,Hybrid,Automatic,3700,269.4,56.6,5.5,122972,7,3914064,782812
Mercedes,A-Class,2011,27.69,Electric,Manual,3500,278.7,38.7,7.5,70163,6,1852872,591800
Nissan,Sunny,2010,15.96,Hybrid,Manual,1600,148.0,31.6,10.0,168792,4,2853578,1509105
Toyota,Fortuner,2011,20.09,Diesel,Automatic,3400,247.7,0.0,8.3,55443,4,1672715,334543
Hyundai,i20,2011,27.8,Petrol,Automatic,2500,203.3,0.0,8.0,107697,5,2011468,1031107
Renault,Kwid,2013,18.94,Petrol,Manual,2000,175.3,0.0,5.8,183975,7,525985,105197
Mahindra,Scorpio,2013,27.71,Electric,Manual,2000,164.4,40.3,6.6,165504,6,431334,104968
Mercedes,C-Class,2025,10.72,CNG,Automatic,1100,101.9,0.0,7.1,69657,5,2181762,2181762
Maruti,Swift,2018,15.9,Hybrid,Automatic,1100,105.7,61.2,6.5,99581,7,2980846,1728054
Renault,Triber,2008,14.4,Petrol,Manual,1700,156.3,0.0,6.6,42212,6,3605098,721019
Tata,Harrier,2019,19.39,CNG,Manual,1100,121.4,0.0,7.4,187141,4,2522611,1490955
MG,Astor,2005,24.44,Petrol,Manual,800,82.9,0.0,9.0,131473,4,2955329,591065
Ford,Figo,2015,12.29,Electric,Manual,3000,236.5,53.7,5.1,82426,4,657505,203347
Hyundai,Creta,2000,18.86,Diesel,Manual,1000,125.9,0.0,9.0,5686,6,641185,128237
Mercedes,GLA,2013,26.86,Hybrid,Manual,2900,215.1,76.8,6.7,165741,6,501522,244676
MG,Hector,2002,29.05,Hybrid,Manual,3700,295.9,60.3,9.6,141183,5,1997790,399558
Renault,Kwid,2009,27.34,Electric,Automatic,3400,252.1,31.1,6.9,94966,4,1515659,303131
Honda,WRV,2016,25.2,Diesel,Automatic,2900,220.0,0.0,5.5,71826,6,1558975,837378
Tata,Nexon,2008,21.68,Petrol,Automatic,1300,139.1,0.0,8.4,65413,4,1247053,265649
Ford,Figo,2023,19.51,CNG,Automatic,1600,131.7,0.0,8.7,169656,4,1569244,1372930
Hyundai,i20,2006,15.81,Petrol,Manual,1300,124.7,0.0,6.7,173859,5,3238119,647623
MG,Astor,2000,29.39,Hybrid,Manual,2400,192.2,46.7,6.0,90589,6,3979334,795866
Skoda,Slavia,2001,13.52,Petrol,Manual,1000,90.9,0.0,8.2,62301,4,2639036,527807
Toyota,Yaris,2018,16.52,Petrol,Manual,3200,254.1,0.0,7.3,110113,4,671718,367013
Tata,Harrier,2018,24.78,Hybrid,Automatic,2800,238.7,36.5,8.6,76184,4,3356743,2608257
BMW,5 Series,2023,12.53,Hybrid,Manual,3200,237.0,79.6,6.9,94302,4,1567290,1356659
Skoda,Rapid,2007,10.68,Hybrid,Automatic,3000,228.3,60.9,8.5,10424,6,1610200,322040
Maruti,WagonR,2018,13.63,Diesel,Manual,3900,305.8,0.0,8.7,173977,5,1210749,561187
Mahindra,XUV300,2011,17.66,Diesel,Manual,1100,117.2,0.0,7.4,32388,7,3782937,756587
Hyundai,i10,2009,16.09,Hybrid,Manual,1900,153.8,31.0,9.8,138036,5,2523699,504739
Skoda,Slavia,2008,15.32,Electric,Manual,3700,285.3,72.1,5.5,168355,7,1893911,378782
Tata,Safari,2023,25.42,Hybrid,Manual,1600,154.7,70.8,7.8,190038,7,3398699,3117788
Kia,Carens,2005,17.42,Petrol,Manual,1200,135.1,0.0,9.6,146625,6,3550071,710014
MG,Gloster,2023,12.2,Petrol,Manual,4000,292.0,0.0,5.4,151943,5,3814580,3502645
Ford,Aspire,2000,13.64,Petrol,Automatic,1600,157.8,0.0,7.2,163434,5,1882249,376449
MG,Astor,2012,10.8,Diesel,Automatic,2500,207.2,0.0,5.4,143016,4,1350768,270153
Tata,Harrier,2007,23.91,CNG,Manual,2900,231.5,0.0,7.3,163269,7,1476863,583232
Kia,Carens,2021,26.61,Hybrid,Manual,1300,123.7,24.0,6.5,164804,5,3469762,2470416
MG,Gloster,2016,25.16,Petrol,Manual,1800,173.1,0.0,6.1,13658,6,2326209,961739
